DATE,BATCH,BLOCK,WT,PLANT/ETC,REMARKS,BLOCK LOC,AVG PRICE,AVG WTD VALUE
45979,NOVEMBER,DEC-23-BLK2,17986,MAIN,CLOSED,C-19A,16.77,301625.22
45979,NOVEMBER,OCT-25-BLK28,11062,MAIN,CLOSED,D-18A,42.49784484,470111.1596
45979,NOVEMBER,NOV-25-BLK1,9145,MAIN,,C-9A,46,420670
45979,NOVEMBER,NOV-25-SUNDRY3,10754,MAIN,CLOSED,A-3C,42.12606714,453023.726
,,,,,,,,
45980,NOVEMBER,NOV-25-BLK1,7041,MAIN,,C-9A,46,323886
45980,NOVEMBER,OCT-25-BLK14,12931,MAIN,,D-11D,43.06696796,556898.9627
45980,NOVEMBER,SEPT-25-BLK10,13118,MAIN,,A-18C,44.75,587030.5
,,,,,,,,
45981,NOVEMBER,NOV-25-BLK1,7001,MAIN,,C-9A,46,322046
45981,NOVEMBER,OCT-25-BLK14,13669,MAIN,,D-11D,43.06696796,588682.385
45981,NOVEMBER,SEPT-25-BLK10,13827,MAIN,,A-18C,44.75,618758.25
,,,,,,,,
45982,NOVEMBER,NOV-25-BLK1,7312,MAIN,,C-9A,46,336352
45982,NOVEMBER,OCT-25-BLK14,14120,MAIN,,D-11D,43.06696796,608105.5876
45982,NOVEMBER,SEPT-25-BLK10,14602,MAIN,,A-18C,44.75,653439.5
45982,NOVEMBER,NOV-25-FEED1,1200,MAIN,,,45,54000
,,,,,,,,
45983,NOVEMBER,NOV-25-BLK1,10793,MAIN,,C-9A,46,496478
45983,NOVEMBER,OCT-25-BLK14,11146,MAIN,,D-11D,43.06696796,480024.4249
45983,NOVEMBER,SEPT-25-BLK10,11494,MAIN,,A-18C,44.75,514356.5
45983,NOVEMBER,NOV-25-FEED1,600,MAIN,,,45,27000
45983,NOVEMBER,NOV-25-FEED2,600,MAIN,,,44.5,26700
,,,,,,,,
,,,,,,,,
45985,NOVEMBER,NOV-25-BLK1,2260,MAIN,,C-9A,46,103960
45985,NOVEMBER,OCT-25-BLK14,7324,MAIN,,D-11D,43.06696796,315422.4733
45985,NOVEMBER,SEPT-25-BLK10,3441,MAIN,CLOSED,A-18C,44.75,153984.75
45985,NOVEMBER,NOV-25-FEED1,479,MAIN,CLOSED,,45,21555
45985,NOVEMBER,NOV-25-FEED2,6840,MAIN,,,44.5,304380
45985,NOVEMBER,OCT-25-BLK24,4498,MAIN,,A-3B,42,188916
,,,,,,,,
45986,NOVEMBER,NOV-25-BLK1,2107,MAIN,,C-9A,46,96922
45986,NOVEMBER,OCT-25-BLK14,5223,MAIN,,D-11D,43.06696796,224938.7737
45986,NOVEMBER,NOV-25-FEED2,5000,MAIN,,,44.5,222500
45986,NOVEMBER,OCT-25-BLK24,10235,MAIN,CLOSED,A-3B,42,429870
45986,NOVEMBER,AUG-25-BLK16,6451,MAIN,,A-18B,45.01145038,290368.8664
,,,,,,,,
45988,DECEMBER,OCT-25-BLK14,2528,MAIN,,D-11D,43.06696796,108873.295
45988,DECEMBER,NOV-25-FEED2,3000,MAIN,,,44.5,133500
45988,DECEMBER,AUG-25-BLK16,2263,MAIN,,A-18B,45.01145038,101860.9122
45988,DECEMBER,NOV-25-SUNDRY6,5667,MAIN,,A-4A,40.83333333,231402.5
,,,,,,,,
45989,DECEMBER,OCT-25-BLK14,3695,MAIN,CLOSED,D-11D,43.06696796,159132.4466
45989,DECEMBER,NOV-25-FEED2,3000,MAIN,CLOSED,,44.5,133500
45989,DECEMBER,AUG-25-BLK16,10225,MAIN,,A-18B,45.01145038,460242.0802
45989,DECEMBER,NOV-25-SUNDRY6,19877,MAIN,,A-4A,40.83333333,811644.1667
45989,DECEMBER,SEPT-25-BLK2,7894,MAIN,,D-12D,42.64456409,336636.189
45989,DECEMBER,AUG-25-TNK7,5337,MAIN,,D-2D,46,245502
,,,,,,,,
45990,DECEMBER,AUG-25-BLK16,2346,MAIN,,A-18B,45.01145038,105596.8626
45990,DECEMBER,NOV-25-SUNDRY6,7526,MAIN,CLOSED,A-4A,40.83333333,307311.6667
45990,DECEMBER,SEPT-25-BLK2,2411,MAIN,,D-12D,42.64456409,102816.044
45990,DECEMBER,AUG-25-TNK7,5116,MAIN,,D-2D,46,235336
45990,DECEMBER,OCT-25-BLK23,4505,MAIN,,C-18B,46,207230
45990,DECEMBER,NOV-25-SUNDRY5,3686,MAIN,,A-4B,45.52969594,167822.4592
45990,DECEMBER,NOV-25-SUNDRY8,2606,MAIN,,A-4C,42.25,110103.5
45990,DECEMBER,NOV-25-FEED3,1000,MAIN,,,44.5,44500
,,,,,,,,
45992,DECEMBER,AUG-25-BLK16,3912,MAIN,,A-18B,45.01145038,176084.7939
45992,DECEMBER,SEPT-25-BLK2,3600,MAIN,,D-12D,42.64456409,153520.4307
45992,DECEMBER,AUG-25-TNK7,13157,MAIN,,D-2D,46,605222
45992,DECEMBER,OCT-25-BLK23,12014,MAIN,,C-18B,46,552644
45992,DECEMBER,NOV-25-SUNDRY8,15937,MAIN,,A-4C,42.25,673338.25
45992,DECEMBER,NOV-25-FEED3,600,MAIN,,,44.5,26700
,,,,,,,,
45993,DECEMBER,AUG-25-BLK16,1041,MAIN,,A-18B,45.01145038,46856.91985
45993,DECEMBER,AUG-25-TNK7,20181,MAIN,,D-2D,46,928326
45993,DECEMBER,OCT-25-BLK23,18927,MAIN,,C-18B,46,870642
45993,DECEMBER,NOV-25-SUNDRY8,10113,MAIN,,A-4C,42.25,427274.25
45993,DECEMBER,NOV-25-FEED3,600,MAIN,,,44.5,26700
,,,,,,,,
45994,DECEMBER,AUG-25-TNK7,8087,MAIN,CLOSED,D-2D,46,372002
45994,DECEMBER,OCT-25-BLK23,22764,MAIN,CLOSED,C-18B,46,1047144
45994,DECEMBER,NOV-25-SUNDRY8,823,MAIN,,A-4C,42.25,34771.75
45994,DECEMBER,NOV-25-FEED3,600,MAIN,,,44.5,26700
45994,DECEMBER,NOV-25-SUNDRY5,3270,MAIN,CLOSED,A-4B,45.52969594,148882.1057
45994,DECEMBER,OCT-25-TNK4,13594,MAIN,,D-1A,46,625324
45994,DECEMBER,NOV-25-SUNDRY4,2664,MAIN,CLOSED,A-3A,40.877375,108897.327
45994,DECEMBER,NOV-25-SUNDRY7,2188,MAIN,CLOSED,A-3B,43,94084
45994,DECEMBER,DEC-24-BLK8,3790,MAIN,,A-11C,25,94750
,,,,,,,,
45995,DECEMBER,NOV-25-FEED3,10000,MAIN,,,44.5,445000
45995,DECEMBER,DEC-24-BLK8,7532,MAIN,,A-11C,25,188300
45995,DECEMBER,OCT-25-BLK7,8543,MAIN,,C-17B,45.86211878,391800.0807
,,,,,,,,
45996,DECEMBER,NOV-25-FEED3,6610,MAIN,CLOSED,,44.5,294145
45996,DECEMBER,DEC-24-BLK8,11958,MAIN,,A-11C,25,298950
45996,DECEMBER,OCT-25-BLK7,10747,MAIN,,C-17B,45.86211878,492880.1905
45996,DECEMBER,DEC-25-FEED1,700,MAIN,,,44.5,31150
,,,,,,,,
45997,DECEMBER,DEC-24-BLK8,19987,MAIN,,A-11C,25,499675
45997,DECEMBER,OCT-25-BLK7,23887,MAIN,,C-17B,45.86211878,1095508.431
45997,DECEMBER,NOV-25-SUNDRY8,2584,MAIN,CLOSED,A-4C,42.25,109174
45997,DECEMBER,DEC-25-FEED1,15445,MAIN,CLOSED,,44.5,687302.5
45997,DECEMBER,DEC-25-SUNDRY2,5636,MAIN,,A-3A,47,264892
,,,,,,,,
46000,DECEMBER,DEC-24-BLK8,4645,MAIN,CLOSED,A-11C,25,116125
46000,DECEMBER,OCT-25-BLK7,16426,MAIN,CLOSED,C-17B,45.86211878,753331.1631
46000,DECEMBER,DEC-24-BLK4,19862,MAIN,,A-11B,25,496550
46000,DECEMBER,DEC-25-SUNDRY1,18567,MAIN,,A-3A,42.5,789097.5
46000,DECEMBER,SEPT-25-BLK6,8476,MAIN,,C-17A,45.35553719,384433.5332
,,,,,,,,
46001,DECEMBER,DEC-24-BLK4,26678,MAIN,,A-11B,25,666950
46001,DECEMBER,DEC-25-SUNDRY1,5444,MAIN,,A-3A,42.5,231370
46001,DECEMBER,SEPT-25-BLK6,20827,MAIN,,C-17A,45.35553719,944619.7731
,,,,,,,,
46002,DECEMBER,DEC-24-BLK4,2469,MAIN,CLOSED,A-11B,25,61725
46002,DECEMBER,DEC-25-SUNDRY1,2691,MAIN,CLOSED,A-3A,42.5,114367.5
46002,DECEMBER,SEPT-25-BLK6,19093,MAIN,,C-17A,45.35553719,865973.2716
46002,DECEMBER,DEC-25-SUNDRY3,998,MAIN,CLOSED,A-3A,44,43912
46002,DECEMBER,DEC-25-FEED2,17130,MAIN,CLOSED,,44.5,762285
46002,DECEMBER,JULY-24-BLK1,16977,MAIN,,A-11A,20.54954832,348869.6818
,,,,,,,,
46003,DECEMBER,SEPT-25-BLK6,11473,MAIN,CLOSED,C-17A,45.35553719,520364.0782
46003,DECEMBER,JULY-24-BLK1,26480,MAIN,,A-11A,20.54954832,544152.0395
46003,DECEMBER,DEC-25-SUNDRY2,3558,MAIN,CLOSED,A-3A,47,167226
46003,DECEMBER,OCT-25-BLK16,14390,MAIN,,C-18A,46,661940
46003,DECEMBER,DEC-25-SUNDRY4,232,MAIN,CLOSED,A-5A,44,10208
,,,,,,,,
46004,DECEMBER,AUG-25-BLK16,3307,MAIN,,A-18B,45.01145038,148852.8664
46004,DECEMBER,NOV-25-BLK1,3708,MAIN,,C-9A,46,170568
46004,DECEMBER,JULY-24-BLK1,9953,MAIN,,A-11A,20.54954832,204529.6544
46004,DECEMBER,OCT-25-BLK16,8229,MAIN,,C-18A,46,378534
,,,,,,,,
46006,DECEMBER,AUG-25-BLK16,22393,MAIN,,A-18B,45.01145038,1007941.408
46006,DECEMBER,NOV-25-BLK1,7231,MAIN,,C-9A,46,332626
46006,DECEMBER,JULY-24-BLK1,4667,MAIN,CLOSED,A-11A,20.54954832,95904.74201
46006,DECEMBER,OCT-25-BLK16,16573,MAIN,CLOSED,C-18A,46,762358
,,,,,,,,
46007,DECEMBER,AUG-25-BLK16,13344,MAIN,,A-18B,45.01145038,600632.7939
46007,DECEMBER,NOV-25-BLK1,1874,MAIN,CLOSED,C-9A,46,86204
46007,DECEMBER,SEPT-25-BLK2,7249,MAIN,,D-12D,42.64456409,309130.4451
46007,DECEMBER,OCT-25-TNK4,4026,MAIN,,D-1A,46,185196
,,,,,,,,
46008,DECEMBER,AUG-25-BLK16,9332,MAIN,CLOSED,A-18B,45.01145038,420046.855
46008,DECEMBER,SEPT-25-BLK2,7287,MAIN,,D-12D,42.64456409,310750.9386
46008,DECEMBER,OCT-25-TNK4,12546,MAIN,,D-1A,46,577116
46008,DECEMBER,SEPT-25-BLK8,8700,MAIN,,A-17C,44.75,389325
,,,,,,,,
46009,DECEMBER,SEPT-25-BLK2,6193,MAIN,,D-12D,42.64456409,264097.7854
46009,DECEMBER,OCT-25-TNK4,10504,MAIN,,D-1A,46,483184
46009,DECEMBER,SEPT-25-BLK8,15504,MAIN,,A-17C,44.75,693804
46009,DECEMBER,DEC-25-FEED3,4505,MAIN,,,46.5,209482.5
,,,,,,,,
46010,DECEMBER,SEPT-25-BLK2,6145,MAIN,,D-12D,42.64456409,262050.8464
46010,DECEMBER,OCT-25-TNK4,8690,MAIN,,D-1A,46,399740
46010,DECEMBER,SEPT-25-BLK8,16585,MAIN,,A-17C,44.75,742178.75
46010,DECEMBER,DEC-25-FEED3,10000,MAIN,CLOSED,,46.5,465000
,,,,,,,,
46011,DECEMBER,SEPT-25-BLK2,2307,MAIN,,D-12D,42.64456409,98381.00937
46011,DECEMBER,OCT-25-TNK4,3700,MAIN,,D-1A,46,170200
46011,DECEMBER,SEPT-25-BLK8,5521,MAIN,,A-17C,44.75,247064.75
,,,,,,,,
46013,DECEMBER,SEPT-25-BLK2,3384,MAIN,,D-12D,42.64456409,144309.2049
46013,DECEMBER,OCT-25-TNK4,5028,MAIN,CLOSED,D-1A,46,231288
46013,DECEMBER,SEPT-25-BLK8,5751,MAIN,CLOSED,A-17C,44.75,257357.25
46013,DECEMBER,SEPT-25-BLK3,3819,MAIN,,A-17B,44.75,170900.25
46013,DECEMBER,DEC-25-FEED4,3285,MAIN,,,49,160965
,,,,,,,,
46014,DECEMBER,SEPT-25-BLK2,2250,MAIN,,D-12D,42.64456409,95950.26921
46014,DECEMBER,SEPT-25-BLK3,6082,MAIN,,A-17B,44.75,272169.5
46014,DECEMBER,DEC-25-FEED4,10000,MAIN,,,49,490000
46014,DECEMBER,OCT-25-TNK2,2595,MAIN,,D-1B,46,119370
,,,,,,,,
46017,DECEMBER,SEPT-25-BLK2,8002,MAIN,,D-12D,42.64456409,341241.8019
46017,DECEMBER,SEPT-25-BLK3,19397,MAIN,,A-17B,44.75,868015.75
46017,DECEMBER,DEC-25-FEED4,500,MAIN,CLOSED,,49,24500
46017,DECEMBER,OCT-25-TNK2,11697,MAIN,,D-1B,46,538062
46017,DECEMBER,DEC-25-FEED5,6000,MAIN,,,46.5,279000
,,,,,,,,
46018,DECEMBER,SEPT-25-BLK2,5767,MAIN,,D-12D,42.64456409,245931.2011
46018,DECEMBER,SEPT-25-BLK3,13597,MAIN,,A-17B,44.75,608465.75
46018,DECEMBER,OCT-25-TNK2,9142,MAIN,,D-1B,46,420532
46018,DECEMBER,DEC-25-FEED5,5155,MAIN,,,46.5,239707.5
,,,,,,,,
,,,,,,,,
46024,JANUARY,SEPT-25-BLK2,3376,MAIN,,D-12D,42.64456409,143968.0484
46024,JANUARY,SEPT-25-BLK3,8011,MAIN,,A-17B,44.75,358492.25
46024,JANUARY,OCT-25-TNK2,4334,MAIN,,D-1B,46,199364
46024,JANUARY,DEC-25-FEED5,5000,MAIN,CLOSED,,46.5,232500
,,,,,,,,
46025,JANUARY,SEPT-25-BLK2,3332,MAIN,CLOSED,D-12D,42.64456409,142091.6876
46025,JANUARY,SEPT-25-BLK3,12061,MAIN,,A-17B,44.75,539729.75
46025,JANUARY,OCT-25-TNK2,7495,MAIN,,D-1B,46,344770
46025,JANUARY,DEC-25-FEED6,16175,MAIN,CLOSED,,46.5,752137.5
,,,,,,,,
46027,JANUARY,SEPT-25-BLK3,6583,MAIN,CLOSED,A-17B,44.75,294589.25
46027,JANUARY,OCT-25-TNK2,16100,MAIN,CLOSED,D-1B,46,740600
46027,JANUARY,AUG-25-BLK1,5998,MAIN,,A-17A,43.75,262412.5
46027,JANUARY,DEC-25-FEED7,10310,MAIN,CLOSED,,46,474260
,,,,,,,,
46028,JANUARY,AUG-25-BLK1,14286,MAIN,,A-17A,43.75,625012.5
46028,JANUARY,JAN-26-FEED1,10000,MAIN,,,46.5,465000
46028,JANUARY,OCT-25-TNK1,15482,MAIN,,D-1C,46,712172
,,,,,,,,
46029,JANUARY,AUG-25-BLK1,11416,MAIN,,A-17A,43.75,499450
46029,JANUARY,JAN-26-FEED1,6770,MAIN,CLOSED,,46.5,314805
46029,JANUARY,OCT-25-TNK1,11080,MAIN,,D-1C,46,509680
46029,JANUARY,JAN-26-FEED2,8520,MAIN,,,46.5,396180
,,,,,,,,
46030,JANUARY,AUG-25-BLK1,14390,MAIN,,A-17A,43.75,629562.5
46030,JANUARY,OCT-25-TNK1,13257,MAIN,,D-1C,46,609822
46030,JANUARY,JAN-26-FEED2,10000,MAIN,CLOSED,,46.5,465000
,,,,,,,,
46031,JANUARY,AUG-25-BLK1,2804,MAIN,CLOSED,A-17A,43.75,122675
46031,JANUARY,OCT-25-TNK1,8716,MAIN,CLOSED,D-1C,46,400936
46031,JANUARY,DEC-25-BLK3,11518,MAIN,,C-10A,47,541346
46031,JANUARY,SEPT-25-TNK1,4175,MAIN,,D-1D,46,192050
46031,JANUARY,JAN-26-FEED3,10000,MAIN,,,46.5,465000
,,,,,,,,
46032,JANUARY,DEC-25-BLK3,11243,MAIN,,C-10A,47,528421
46032,JANUARY,SEPT-25-TNK1,10065,MAIN,,D-1D,46,462990
46032,JANUARY,JAN-26-FEED3,7550,MAIN,CLOSED,,46.5,351075
,,,,,,,,
46034,JANUARY,DEC-25-BLK3,10356,MAIN,CLOSED,C-10A,47,486732
46034,JANUARY,SEPT-25-TNK1,13139,MAIN,,D-1D,46,604394
46034,JANUARY,NOV-25-BLK11,2711,MAIN,,C-8A,45.71018473,123920.3108
46034,JANUARY,JAN-26-FEED4,11000,MAIN,,,49.5,544500
,,,,,,,,
46035,JANUARY,SEPT-25-TNK1,11067,MAIN,,D-1D,46,509082
46035,JANUARY,NOV-25-BLK11,15051,MAIN,,C-8A,45.71018473,687983.9904
46035,JANUARY,JAN-26-FEED4,10095,MAIN,CLOSED,,49.5,499702.5
,,,,,,,,
46036,JANUARY,SEPT-25-TNK1,9776,MAIN,,D-1D,46,449696
46036,JANUARY,NOV-25-BLK11,9979,MAIN,,C-8A,45.71018473,456141.9335
46036,JANUARY,JAN-26-FEED5,7365,MAIN,,,46.5,342472.5
,,,,,,,,
46037,JANUARY,SEPT-25-TNK1,9222,MAIN,CLOSED,D-1D,46,424212
46037,JANUARY,NOV-25-BLK11,10109,MAIN,,C-8A,45.71018473,462084.2575
46037,JANUARY,JAN-26-FEED5,9000,MAIN,CLOSED,,46.5,418500
,,,,,,,,
46038,JANUARY,NOV-25-BLK11,14161,MAIN,,C-8A,45.71018473,647301.926
46038,JANUARY,DEC-25-TNK1,15301,MAIN,,D-2D,49,749749
46038,JANUARY,JAN-26-FEED6,6000,MAIN,,,46.5,279000
,,,,,,,,
46039,JANUARY,NOV-25-BLK11,10081,MAIN,CLOSED,C-8A,45.71018473,460804.3723
46039,JANUARY,DEC-25-TNK1,10030,MAIN,,D-2D,49,491470
46039,JANUARY,JAN-26-FEED6,6000,MAIN,,,46.5,279000
,,,,,,,,
46041,JANUARY,DEC-25-TNK1,4551,MAIN,CLOSED,D-2D,49,222999
46041,JANUARY,JAN-26-FEED6,4700,MAIN,CLOSED,,46.5,218550
46041,JANUARY,NOV-25-BLK14,19886,MAIN,,C-8B,45.78493116,910479.141
46041,JANUARY,NOV-25-TNK1,13058,MAIN,,D-3D,46,600668
,,,,,,,,
46042,JANUARY,NOV-25-BLK14,11847,MAIN,,C-8B,45.78493116,542414.0794
46042,JANUARY,NOV-25-TNK1,23143,MAIN,,D-3D,46,1064578
,,,,,,,,
46043,JANUARY,NOV-25-BLK14,11318,MAIN,,C-8B,45.78493116,518193.8508
46043,JANUARY,NOV-25-TNK1,22308,MAIN,,D-3D,46,1026168
,,,,,,,,
46044,JANUARY,NOV-25-BLK14,10535,MAIN,CLOSED,C-8B,45.78493116,482344.2497
46044,JANUARY,NOV-25-TNK1,15015,MAIN,CLOSED,D-3D,46,690690
46044,JANUARY,DEC-25-BLK4,2785,MAIN,,D-11D,44.7368223,124592.0501
46044,JANUARY,JAN-26-FEED7,1230,MAIN,,,48.5,59655
,,,,,,,,
46045,JANUARY,DEC-25-BLK4,9281,MAIN,,D-11D,44.7368223,415202.4478
46045,JANUARY,JAN-26-FEED7,6000,MAIN,,,48.5,291000
46045,JANUARY,SEPT-25-TNK2,10109,MAIN,,D-5D,46,465014
,,,,,,,,
46046,JANUARY,DEC-25-BLK4,13553,MAIN,,D-11D,44.7368223,606318.1526
46046,JANUARY,JAN-26-FEED7,5000,MAIN,,,48.5,242500
46046,JANUARY,SEPT-25-TNK2,12834,MAIN,,D-5D,46,590364
,,,,,,,,
46048,JANUARY,DEC-25-BLK4,15967,MAIN,,D-11D,44.7368223,714312.8417
46048,JANUARY,JAN-26-FEED7,5000,MAIN,CLOSED,,48.5,242500
46048,JANUARY,SEPT-25-TNK2,13964,MAIN,,D-5D,46,642344
46048,JANUARY,JAN-26-FEED8,10020,MAIN,,,48.5,485970
,,,,,,,,
46049,JANUARY,DEC-25-BLK4,14763,MAIN,,D-11D,44.7368223,660449.7076
46049,JANUARY,SEPT-25-TNK2,15568,MAIN,,D-5D,46,716128
46049,JANUARY,JAN-26-BLK8,7000,MAIN,CLOSED,D-17D,42,294000
,,,,,,,,
46050,JANUARY,DEC-25-BLK4,9911,MAIN,,D-11D,44.7368223,443386.6458
46050,JANUARY,SEPT-25-TNK2,7839,MAIN,,D-5D,46,360594
46050,JANUARY,JAN-26-FEED9,5450,MAIN,,,48.5,264325
,,,,,,,,
46051,JANUARY,DEC-25-BLK4,4926,MAIN,CLOSED,D-11D,44.7368223,220373.5866
46051,JANUARY,SEPT-25-TNK2,10990,MAIN,,D-5D,46,505540
46051,JANUARY,JAN-26-FEED9,12000,MAIN,CLOSED,,48.5,582000
,,,,,,,,
46052,JANUARY,SEPT-25-TNK2,10003,MAIN,CLOSED,D-5D,46,460138
46052,JANUARY,NOV-25-BLK8,5651,MAIN,,D-18D,43.62570397,246528.8531
46052,JANUARY,SEPT-25-TNK3,4233,MAIN,,D-5C,46,194718
46052,JANUARY,JAN-26-FEED10,8400,MAIN,,,48.5,407400
,,,,,,,,
46039,JANUARY,DEC-25-BLK10,3611,SUNDRY,,D-20D,42,151662
46040,JANUARY,DEC-25-BLK10,11779,SUNDRY,,D-20D,42,494718
46050,JANUARY,DEC-25-BLK10,2128,SUNDRY,,D-20D,42,89376
46051,JANUARY,DEC-25-BLK10,7557,SUNDRY,,D-20D,42,317394
,,,,,,,,
46055,FEBRUARY,SEPT-25-TNK3,5580,MAIN,,D-5C,46,256680
46055,FEBRUARY,JAN-26-FEED10,8487,MAIN,CLOSED,,48.5,411619.5
46055,FEBRUARY,DEC-25-BLK13,4917,MAIN,,C-17B,47.71347158,234607.1398
46055,FEBRUARY,DEC-25-BLK7,1515,MAIN,,A-19C,46.93871896,71112.15923
,,,,,,,,
46052,JANUARY,DEC-25-BLK10,8809,SUNDRY,,D-20D,42,369978
46053,JANUARY,DEC-25-BLK10,8685,SUNDRY,,D-20D,42,364770
46054,JANUARY,DEC-25-BLK10,2404,SUNDRY,CLOSED,D-20D,42,100968
46054,JANUARY,JAN-26-BLK9,9303,SUNDRY,,D-20C,42.93309966,399406.6262
46055,JANUARY,JAN-26-BLK9,8997,SUNDRY,,D-20C,42.93309966,386269.0977
,,,,,,,,
46056,JANUARY,JAN-26-BLK9,10823,SUNDRY,,D-20C,42.93309966,464664.9377
46056,FEBRUARY,SEPT-25-TNK3,3430,MAIN,,D-5C,46,157780
46056,FEBRUARY,DEC-25-BLK13,22181,MAIN,,C-17B,47.71347158,1058332.513
46056,FEBRUARY,DEC-25-BLK7,2916,MAIN,,A-19C,46.93871896,136873.3045
46056,FEBRUARY,FEB-26-FEED1,6480,MAIN,,,48.5,314280
,,,,,,,,
46057,FEBRUARY,DEC-25-BLK13,18621,MAIN,,C-17B,47.71347158,888472.5544
46057,FEBRUARY,DEC-25-BLK7,2953,MAIN,,A-19C,46.93871896,138610.0371
46057,FEBRUARY,FEB-26-FEED1,1200,MAIN,,,48.5,58200
46057,FEBRUARY,DEC-25-SUN5,3899,MAIN,CLOSED,A-3A,45.25,176429.75
46057,FEBRUARY,JAN-26-SUNDRY1,453,MAIN,CLOSED,A-3B,45,20385
46057,FEBRUARY,JAN-26-SUNDRY2,2390,MAIN,CLOSED,A-3C,43,102770
,,,,,,,,
46058,FEBRUARY,DEC-25-BLK13,16218,MAIN,CLOSED,C-17B,47.71347158,773817.0822
46058,FEBRUARY,DEC-25-BLK7,2456,MAIN,,A-19C,46.93871896,115281.4938
46058,FEBRUARY,FEB-26-FEED1,800,MAIN,,,48.5,38800
46058,FEBRUARY,DEC-25-BLK12,10163,MAIN,,C-17A,47.43131654,482044.47
46058,JANUARY,JAN-26-BLK9,8952,SUNDRY,,D-20C,42.93309966,384337.1082
,,,,,,,,
46059,FEBRUARY,DEC-25-BLK7,2490,MAIN,,A-19C,46.93871896,116877.4102
46059,FEBRUARY,FEB-26-FEED1,5000,MAIN,,,48.5,242500
46059,FEBRUARY,DEC-25-BLK12,14736,MAIN,,C-17A,47.43131654,698947.8806
,,,,,,,,
46060,FEBRUARY,DEC-25-BLK7,2875,MAIN,,A-19C,46.93871896,134948.817
46060,FEBRUARY,FEB-26-FEED1,3000,MAIN,CLOSED,,48.5,145500
46060,FEBRUARY,DEC-25-BLK12,12825,MAIN,,C-17A,47.43131654,608306.6346
46060,FEBRUARY,FEB-26-FEED2,7000,MAIN,,,48.5,339500
46060,FEBRUARY,JAN-26-SUNDRY3,10215,MAIN,,A-4A,52.73443902,538682.2946
46060,JANUARY,JAN-26-BLK9,9302,SUNDRY,,D-20C,42.93309966,399363.6931
,,,,,,,,
46061,JANUARY,JAN-26-BLK9,12623,SUNDRY,CLOSED,D-20C,42.93309966,541944.5171
,,,,,,,,
46062,FEBRUARY,DEC-25-BLK7,1480,MAIN,,A-19C,46.93871896,69469.30406
46062,FEBRUARY,DEC-25-BLK12,13953,MAIN,,C-17A,47.43131654,661809.1597
46062,FEBRUARY,FEB-26-FEED2,4000,MAIN,,,48.5,194000
46062,FEBRUARY,JAN-26-SUNDRY3,10891,MAIN,,A-4A,52.73443902,574330.7754
46062,JANUARY,NOV-25-BLK9,6902,SUNDRY,,D-19D,44.38851041,306369.4989
,,,,,,,,
46063,FEBRUARY,DEC-25-BLK7,1314,MAIN,,A-19C,46.93871896,61677.47672
46063,FEBRUARY,DEC-25-BLK12,5128,MAIN,CLOSED,C-17A,47.43131654,243227.7912
46063,FEBRUARY,FEB-26-FEED2,6480,MAIN,CLOSED,,48.5,314280
46063,FEBRUARY,JAN-26-SUNDRY3,9789,MAIN,,A-4A,52.73443902,516217.4236
46063,FEBRUARY,DEC-25-BLK5,4728,MAIN,,C-18B,46.88771817,221685.1315
46063,JANUARY,NOV-25-BLK9,7905,SUNDRY,,D-19D,44.38851041,350891.1748
,,,,,,,,
46064,JANUARY,NOV-25-BLK9,7825,SUNDRY,,D-19D,44.38851041,347340.094
46064,FEBRUARY,DEC-25-BLK7,1425,MAIN,,A-19C,46.93871896,66887.67452
46064,FEBRUARY,JAN-26-SUNDRY3,4824,MAIN,CLOSED,A-4A,52.73443902,254390.9339
46064,FEBRUARY,DEC-25-BLK5,10144,MAIN,,C-18B,46.88771817,475629.0131
46064,FEBRUARY,JAN-26-SUNDRY4,4908,MAIN,,A-4C,52.59,258111.72
46064,FEBRUARY,FEB-26-FEED3,17955,MAIN,,,48.5,870817.5
,,,,,,,,
46065,FEBRUARY,DEC-25-BLK7,1189,MAIN,,A-19C,46.93871896,55810.13685
46065,FEBRUARY,DEC-25-BLK5,9823,MAIN,,C-18B,46.88771817,460578.0556
46065,FEBRUARY,JAN-26-SUNDRY4,10575,MAIN,,A-4C,52.59,556139.25
46065,FEBRUARY,FEB-26-FEED3,17540,MAIN,,,48.5,850690
46065,JANUARY,NOV-25-BLK9,8452,SUNDRY,,D-19D,44.38851041,375171.69
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
