STATE,WHSE,DATE,SUPPLIER,BLOCK,BLOCK LOC,TRK,WT,SKS,MC,GRIT,ASTM,JIS,VM,ASH,FC,REMARKS,PHP/KG,PHP TTL,MC WTD,GRIT WTD,ASTM WTD,JIS WTD,VM WTD,ASH WTD,FC WTD,CLEAN_BLOCK
CLOSED,WHSE D,45814,Layupan,JUNE-25-BLK1,D-18C,NFD 5879,15003,425,18.87,2.47,0.575,0.595,14.21,4,81.79,"NFD 6879 net kilos of 16,110 - 6.87%(MC) = 15,003",27,405081,283106.61,37057.41,8626.725,8926.785,213192.63,60012,1227095.37,JUNE-25-BLK1
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45815,Namoc,JUNE-25-TNK2,D-2C,CAC 2732,28706,760,9.74,3.8,0.556,0.576,10.29,15.64,74.07,"CAC 2732 net kilos of 29,790 - 3.64%(ASH) = 28,706",37,1062122,279596.44,109082.8,15960.536,16534.656,295384.74,448961.84,2126253.42,JUNE-25-TNK2
CLOSED,WHSE D,45815,Namoc,JUNE-25-TNK1,D-2D,RJT 342,22919,550,11.6,3.8,3.74,3.76,7.99,7.18,84.83,"RJT 342 net kilos 23,430 - 2.18%(ASH) = 22,919",37,848003,265860.4,87092.2,85717.06,86175.44,183122.81,164558.42,1944218.77,JUNE-25-TNK1
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,FEED,45817,Paquibot,JUNE-25-FEED2,,MAN 3825,19660,468,11.8,2.74,0.578,0.598,9.33,4.03,86.64,DONE FEEDING,35.5,697930,231988,53868.4,11363.48,11756.68,183427.8,79229.8,1703342.4,JUNE-25-FEED2
,WHSE C,45817,Ornales,MAY-25-BLK9,C-4A,LFF 835,10230,360,9.8,2.34,0.585,0.605,9.87,4.23,85.9,PILED IN MAY BLOCK 9,35.5,363165,100254,23938.2,5984.55,6189.15,100970.1,43272.9,878757,MAY-25-BLK9
CLOSED,WHSE D,45817,Namoc,JUNE-25-TNK2,D-2C,CCN 6007,30650,850,11.54,3.87,0.559,0.579,9.94,4.01,86.05,,37,1134050,353701,118615.5,17133.35,17746.35,304661,122906.5,2637432.5,JUNE-25-TNK2
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45818,Suarez/Paquibot,JUNE-25-BLK2,D-15D,JAH 5110,2992,60,11.87,2.74,0.578,0.598,8.64,5.92,85.44,"JAH 5110 net kilos of 3,020 - .92%(ASH) = 2,992",31.5,94248,35515.04,8198.08,1729.376,1789.216,25850.88,17712.64,255636.48,JUNE-25-BLK2
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE C,45819,Ornales,JUNE-25-BLK3,C-4B,KCA 378,17190,592,8.6,2.4,0.585,0.605,13.17,2.96,83.87,,35,601650,147834,41256,10056.15,10399.95,226392.3,50882.4,1441725.3,JUNE-25-BLK3
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE C,45820,Ornales,JUNE-25-BLK5,C-7A,AAV 6111,22530,559,12.6,3.8,0.559,0.579,10.61,10.33,79.06,,35,788550,283878,85614,12594.27,13044.87,239043.3,232734.9,1781221.8,JUNE-25-BLK5
CLOSED,WHSE C,45820,Ornales,JUNE-25-BLK5,C-7A,MVU 473,23890,588,14.2,3.54,0.562,0.582,9,7.27,83.73,,36,860040,339238,84570.6,13426.18,13903.98,215010,173680.3,2000309.7,JUNE-25-BLK5
CLOSED,WHSE D,45820,Tan,JUNE-25-BLK4,D-12C,CBN 9665,22309,497,12.14,2.74,0.571,0.591,11.16,4.64,84.2,"CBN 9665 net kilos of 22,340-.14%(MC) = 22,309",37,825433,270831.26,61126.66,12738.439,13184.619,248968.44,103513.76,1878417.8,JUNE-25-BLK4
CLOSED,WHSE D,45820,Tanilon,APRIL-25-BLK12,D-13B,MAO 4551,2740,60,13.07,2.54,0.588,0.608,11.6,4.67,83.73,"MAO 4551 net kilos of 2770 -1.07%(MC) = 2,740 / PILED IN APRIL BLOCK 12",31.5,86310,35811.8,6959.6,1611.12,1665.92,31784,12795.8,229420.2,APRIL-25-BLK12
CLOSED,FEED,45820,Paquibot,JUNE-25-FEED3,,MAN 3625,19330,512,11.14,2.34,0.575,0.595,12.22,3.84,83.94, FEEDING,35.5,686215,215336.2,45232.2,11114.75,11501.35,236212.6,74227.2,1622560.2,JUNE-25-FEED3
CLOSED,WHSE D,45820,Tag-at,MAY-25-BLK7,D-7D,KCA 378,19120,517,11.6,2.6,0.578,0.598,11.51,3.56,84.93,PILED IN MAY BLOCK 7,33,630960,221792,49712,11051.36,11433.76,220071.2,68067.2,1623861.6,MAY-25-BLK7
CLOSED,WHSE D,45820,Namoc,JUNE-25-TNK3,D-2B,RJY 331,23190,581,10.07,3.74,0.552,0.572,11.56,6.7,81.74,,37,858030,233523.3,86730.6,12800.88,13264.68,268076.4,155373,1895550.6,JUNE-25-TNK3
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE C,45822,Ornales,JUNE-25-BLK3,C-4B,LFF 835,11360,360,9.1,2.6,0.57,0.59,13.59,3.34,83.07,,35.5,403280,103376,29536,6475.2,6702.4,154382.4,37942.4,943675.2,JUNE-25-BLK3
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE C,45824,Ornales,JUNE-25-BLK3,C-4B,LFF 835,10700,360,9.8,3.94,0.549,0.569,14.96,8.5,76.54,,37,395900,104860,42158,5874.3,6088.3,160072,90950,818978,JUNE-25-BLK3
CLOSED,WHSE C,45824,Ornales,JUNE-25-BLK6,C-7B,MVU 225,21940,605,14.94,3.04,0.562,0.582,23.91,5.33,70.76,,37.5,822750,327783.6,66697.6,12330.28,12769.08,524585.4,116940.2,1552474.4,JUNE-25-BLK6
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE C,45825,Ornales,JUNE-25-BLK5,C-7A,AAV 6111,18670,407,13.34,3.87,0.556,0.576,13.09,13.85,73.06,,36.5,681455,249057.8,72252.9,10380.52,10753.92,244390.3,258579.5,1364030.2,JUNE-25-BLK5
CLOSED,WHSE C,45825,Ornales,JUNE-25-BLK6,C-7B,MVU 473,21990,500,15.74,3.74,0.546,0.566,12.48,13.55,73.97,,37.5,824625,346122.6,82242.6,12006.54,12446.34,274435.2,297964.5,1626600.3,JUNE-25-BLK6
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE C,45826,Ornales,JUNE-25-BLK3,C-4B,KCA 378,18890,570,11.74,3.6,0.552,0.572,11.8,14.58,73.62,,36.5,689485,221768.6,68004,10427.28,10805.08,222902,275416.2,1390681.8,JUNE-25-BLK3
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45827,Tag-at,JUNE-25-BLK7,D-7C,AAV 6111,17764,493,13.2,3.4,0.585,0.605,12.79,2.81,84.4,"AAV 6111 net kilos of 17,980 - 1.20%(MC) = 17,764 ",35,621740,234484.8,60397.6,10391.94,10747.22,227201.56,49916.84,1499281.6,JUNE-25-BLK7
CLOSED,WHSE D,45827,Olivares,JUNE-25-BLK2,D-15D,GJB 823,7330,280,7.94,2.34,0.585,0.605,16.07,3.69,80.24,,35,256550,58200.2,17152.2,4288.05,4434.65,117793.1,27047.7,588159.2,JUNE-25-BLK2
,WHSE C,45827,Ornales,JUNE-25-BLK8,C-5A,LFF 835,11390,370,12.2,2.74,0.568,0.588,13.16,5.12,81.72,,37,421430,138958,31208.6,6469.52,6697.32,149892.4,58316.8,930790.8,JUNE-25-BLK8
CLOSED,WHSE C,45827,Ornales,JUNE-25-BLK6,C-7B,NEM 4608,20440,453,13.4,3.6,0.552,0.572,12.23,7.76,80.01,"NEM 4608 net kilos of 21,020 - 2.76%(ash) =  20,440 ",37.5,766500,273896,73584,11282.88,11691.68,249981.2,158614.4,1635404.4,JUNE-25-BLK6
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE C,45828,Ornales,JUNE-25-BLK8,C-5A,KCA 378,19320,503,11.2,3.47,0.578,0.598,12.47,7.35,80.18,,36.5,705180,216384,67040.4,11166.96,11553.36,240920.4,142002,1549077.6,JUNE-25-BLK8
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE C,45829,Ornales,JUNE-25-BLK8,C-5A,LFF 835,11160,334,8.27,3.8,0.588,0.608,18.71,10.14,71.15,,37,412920,92293.2,42408,6562.08,6785.28,208803.6,113162.4,794034,JUNE-25-BLK8
CLOSED,WHSE D,45829,Namoc,JUNE-25-TNK3,D-2B,RFM 922,22420,499,9.6,3.74,0.552,0.572,10.72,5.36,83.92,,38,851960,215232,83850.8,12375.84,12824.24,240342.4,120171.2,1881486.4,JUNE-25-TNK3
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,FEED,45831,Paquibot,JUNE-25-FEED4,,MAN 3625,19710,487,11.74,2.6,0.581,0.601,11.89,4.51,83.6, DONE FEEDING,37.5,739125,231395.4,51246,11451.51,11845.71,234351.9,88892.1,1647756,JUNE-25-FEED4
CLOSED,WHSE C,45831,Ornales,JUNE-25-BLK9,C-8A,NEM 4608,18847,461,14.8,3.87,0.546,0.566,9.85,6.38,83.77,"NEM 4608 net kilos of 19,430 - 3%(MC) =  18,847 ",37.5,706762.5,278935.6,72937.89,10290.462,10667.402,185642.95,120243.86,1578813.19,JUNE-25-BLK9
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45832,Mercado/Paquibot,JUNE-25-BLK4,D-12C,T138003,18500,432,11.6,2.34,0.578,0.598,12.27,2.46,85.27,,36.25,670625,214600,43290,10693,11063,226995,45510,1577495,JUNE-25-BLK4
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE C,45833,Esito,MAY-25-BLK8,C-17A,MAG 2162,17018,380,15.14,2.6,0.588,0.608,13.95,7,79.05,"MAG 2162 net kilos of 17,570 - 3.14%(MC) - 17,018 / PILED IN MAY BLOCK 8",33.5,570103,257652.52,44246.8,10006.584,10346.944,237401.1,119126,1345272.9,MAY-25-BLK8
,WHSE C,45833,Ornales,JUNE-25-BLK8,C-5A,LFF 835,14050,341,10.34,2.54,0.581,0.601,14.22,6.49,79.29,,37,519850,145277,35687,8163.05,8444.05,199791,91184.5,1114024.5,JUNE-25-BLK8
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45835,Tanilon,JUNE-25-BLK4,D-12C,JAO4111,7350,150,11.94,2.6,0.585,0.605,14.27,4.54,81.19,,35,257250,87759,19110,4299.75,4446.75,104884.5,33369,596746.5,JUNE-25-BLK4
CLOSED,WHSE D,45835,Suarez/Paquibot,JUNE-25-BLK2,D-15D,JAH 5110,2860,70,10.97,2.34,0.575,0.595,13.94,3.68,82.38,,35,100100,31374.2,6692.4,1644.5,1701.7,39868.4,10524.8,235606.8,JUNE-25-BLK2
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,FEED,45838,Paquibot,JUNE-25-FEED5,,MAN 3625,17660,455,11.74,2.34,0.578,0.598,11.27,3.26,85.47,,37.5,662250,207328.4,41324.4,10207.48,10560.68,199028.2,57571.6,1509400.2,JUNE-25-FEED5
CLOSED,WHSE D,45838,Namoc,JUNE-25-TNK4,D-5D,CBJ 3587,29790,805,9.8,3.8,0.549,0.569,10.04,5.22,84.74,,38,1132020,291942,113202,16354.71,16950.51,299091.6,155503.8,2524404.6,JUNE-25-TNK4
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45839,Namoc,JUNE-25-TNK4,D-5D,CCN 8007,32200,787,12.47,3.94,0.549,0.569,12.62,5.69,81.69,PILED IN JUNE 2025 TANK 4,38.5,1239700,401534,126868,17677.8,18321.8,406364,183218,2630418,JUNE-25-TNK4
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45840,Mercado / Ornales,JULY-25-BLK1,D-12B,TEMP 138003,18045,536,14.14,3.94,0.549,0.569,8.86,3.94,87.2,"TEMP 138003 net kilos of 18,440 - 2.14(MC) = 18,045",38.5,694732.5,255156.3,71097.3,9906.705,10267.605,159878.7,71097.3,1573524,JULY-25-BLK1
,WHSE C,45840,Ornales,JULY-25-BLK2,C-5B,LFF 835,11450,313,12.07,3.6,0.581,0.601,13.14,3.14,83.72,,39,446550,138201.5,41220,6652.45,6881.45,150453,35953,958594,JULY-25-BLK2
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE C,45841,Ornales,JULY-25-BLK2,C-5B,LFF 835,13560,338,9.34,3.74,0.585,0.605,12.92,4.67,82.41,,39,528840,126650.4,50714.4,7932.6,8203.8,175195.2,63325.2,1117479.6,JULY-25-BLK2
CLOSED,WHSE D,45841,Suarez,JUNE-25-BLK2,D-15D,GAH 6110,2700,73,9,2.27,0.571,0.591,13.16,3.04,83.8,PILED IN JUNE 2025 BLOCK 2,36.5,98550,24300,6129,1541.7,1595.7,35532,8208,226260,JUNE-25-BLK2
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE C,45842,Ornales,JULY-25-BLK2,C-5B,KCA 378,15130,578,8.2,3.54,0.581,0.601,13.25,3.44,83.31,,38,574940,124066,53560.2,8790.53,9093.13,200472.5,52047.2,1260480.3,JULY-25-BLK2
CLOSED,WHSE D,45842,Tag-at,JUNE-25-BLK7,D-7C,AAV 6111,16020,427,10.87,3.14,0.578,0.598,12.78,3.94,83.28,PILED IN JUNE 2025 BLOCK 7,37.5,600750,174137.4,50302.8,9259.56,9579.96,204735.6,63118.8,1334145.6,JUNE-25-BLK7
CLOSED,WHSE D,45842,Layupan,JUNE-25-BLK1,D-18C,NET 6084,17690,418,12.47,2.4,0.571,0.591,11.96,4.2,83.84,PILED IN JUNE 2025 BLOCK 1,31,548390,220594.3,42456,10100.99,10454.79,211572.4,74298,1483129.6,JUNE-25-BLK1
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE C,45843,Ornales,JULY-25-BLK2,C-5B,LFF 835,12100,333,7.54,3.34,0.581,0.601,13.6,2.94,83.46,,38.5,465850,91234,40414,7030.1,7272.1,164560,35574,1009866,JULY-25-BLK2
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45845,Nazareno,APRIL-25-BLK4,D-12D,RKX 173,6825,247,11.34,2.87,0.568,0.588,11.31,4.88,83.81,"RKX173 net kilos of 3,770 - 2.87%(MC) - 3,622  / PILED IN APRIL 2025 # 4",38,259350,77395.5,19587.75,3876.6,4013.1,77190.75,33306,572003.25,APRIL-25-BLK4
CLOSED,WHSE D,45845,Nazareno,APRIL-25-BLK4,D-12D,RKX 173,3662,162,14.87,,,,,,,,38,139156,54453.94,0,0,0,0,0,0,APRIL-25-BLK4
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,FEED,45846,Paquibot,JULY-25-FEED1,,AAV 6111,17560,456,12,2.74,0.581,0.601,11.2,3.74,85.06,,38.5,676060,210720,48114.4,10202.36,10553.56,196672,65674.4,1493653.6,JULY-25-FEED1
CLOSED,WHSE D,45846,Mercado / Ornales,JULY-25-BLK1,D-12B,TEMP 138003,7340,230,8.34,2.74,0.581,0.601,10.9,3.62,85.48,,38.5,282590,61215.6,20111.6,4264.54,4411.34,80006,26570.8,627423.2,JULY-25-BLK1
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45847,Layupan,JULY-25-BLK3,D-17D,NFD 5679,17877,461,14.6,2.27,0.568,0.588,11.66,3.87,84.47,"NFD 5679 net kilos of 18,430 - 3%(MC) = 17,877",31,554187,261004.2,40580.79,10154.136,10511.676,208445.82,69183.99,1510070.19,JULY-25-BLK3
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE C,45848,Ornales,JULY-25-BLK5,C-11A,LFF 835,10910,345,7,3.27,0.581,0.601,14.59,2.94,82.47,,40.5,441855,76370,35675.7,6338.71,6556.91,159176.9,32075.4,899747.7,JULY-25-BLK5
CLOSED,FEED,45848,Paquibot,JULY-25-FEED2,,AAV 6111,18250,477,11.8,2.8,0.578,0.598,12.88,3.76,83.36,USED,38.5,702625,215350,51100,10548.5,10913.5,235060,68620,1521320,JULY-25-FEED2
CLOSED,WHSE D,45848,Tag-at,JULY-25-BLK4,D-7B,KCA 378,15790,447,11.14,3.2,0.571,0.591,11.24,3.69,85.07,,37.5,592125,175900.6,50528,9016.09,9331.89,177479.6,58265.1,1343255.3,JULY-25-BLK4
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45852,Tag-at,JULY-25-BLK4,D-7B,KCA 378,15260,453,9.54,3.74,0.568,0.588,12.25,3.17,84.58,,37.5,572250,145580.4,57072.4,8667.68,8972.88,186935,48374.2,1290690.8,JULY-25-BLK4
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45853,Tanilon,JUNE-25-BLK4,D-12C,MAO 4551,2800,62,12.14,2.34,0.588,0.608,13.98,3.68,82.34,PILED IN JUNE 2025 BLOCK 4,36.5,102200,33992,6552,1646.4,1702.4,39144,10304,230552,JUNE-25-BLK4
CLOSED,WHSE D,45853,Mercado ,JULY-25-BLK1,D-12B,MDH 272,4960,153,7.34,3.87,0.575,0.595,12.48,3.17,84.35,,40.5,200880,36406.4,19195.2,2852,2951.2,61900.8,15723.2,418376,JULY-25-BLK1
,WHSE C,45853,Ornales,JULY-25-BLK5,C-11A,LFF 835,12040,367,8.07,3.6,0.581,0.601,13.74,4.85,81.41,,40.5,487620,97162.8,43344,6995.24,7236.04,165429.6,58394,980176.4,JULY-25-BLK5
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE C,45855,Ornales,JULY-25-BLK5,C-11A,LFF 835,11880,382,7.2,3.34,0.581,0.601,13.67,3.2,83.13,,40.5,481140,85536,39679.2,6902.28,7139.88,162399.6,38016,987584.4,JULY-25-BLK5
CLOSED,WHSE D,45855,Layupan,JULY-25-BLK3,D-17D,NET 6084,14582,323,14,2.87,0.575,0.595,11.68,3.97,84.35,"NET 6084 net kilos of 14,880 - 2%(MC) = 14,582",31,452042,204148,41850.34,8384.65,8676.29,170317.76,57890.54,1229991.7,JULY-25-BLK3
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,FEED,45856,Paquibot,JULY-25-FEED3,,AAV 6111,16780,456,11.6,2.54,0.578,0.598,12.44,3.84,83.72,FEEDING,40.75,683785,194648,42621.2,9698.84,10034.44,208743.2,64435.2,1404821.6,JULY-25-FEED3
CLOSED,WHSE D,45856,Suarez,JUNE-25-BLK2,D-15D,JAH 5110,2500,64,11.14,3.94,0.571,0.591,13.69,2.78,83.53,PILED IN JUNE 2025 BLOCK 2,39,97500,27850,9850,1427.5,1477.5,34225,6950,208825,JUNE-25-BLK2
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45857,Tag-at,JULY-25-BLK6,D-7D,KCA 378,15990,433,11.54,3.74,0.571,0.591,12.44,2.96,84.6,,39.5,631605,184524.6,59802.6,9130.29,9450.09,198915.6,47330.4,1352754,JULY-25-BLK6
CLOSED,WHSE D,45857,Maranio,JULY-25-BLK7,D-13D,YAB 462,6400,250,11.47,2.47,0.578,0.598,14.65,3.14,82.21,,39,249600,73408,15808,3699.2,3827.2,93760,20096,526144,JULY-25-BLK7
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45859,Tanilon,JULY-25-BLK7,D-13D,MAO 4551,2930,69,12.34,2.74,0.588,0.608,13.45,3.77,82.78,,39,114270,36156.2,8028.2,1722.84,1781.44,39408.5,11046.1,242545.4,JULY-25-BLK7
,WHSE C,45859,Ornales,JULY-25-BLK5,C-11A,LFF 835,12225,369,8.14,3.34,0.581,0.601,14.14,3.09,82.77,,40.5,495112.5,99511.5,40831.5,7102.725,7347.225,172861.5,37775.25,1011863.25,JULY-25-BLK5
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45860,Namoc,JULY-25-TNK1,D-2A,CCN 6007,30670,793,11.2,3.94,0.559,0.579,9.67,6.9,83.43,,43,1318810,343504,120839.8,17144.53,17757.93,296578.9,211623,2558798.1,JULY-25-TNK1
CLOSED,WHSE D,45860,Llanto,JULY-25-BLK7,D-13D,LFl 730,14410,379,11.94,2.8,0.578,0.598,12.86,2.68,84.46,,40,576400,172055.4,40348,8328.98,8617.18,185312.6,38618.8,1217068.6,JULY-25-BLK7
CLOSED,WHSE D,45860,Mercado / Ornales,JULY-25-BLK1,D-12B,MDH 272,6715,193,8.54,3.8,0.565,0.585,11.34,3.84,84.82,,40.5,271957.5,57346.1,25517,3793.975,3928.275,76148.1,25785.6,569566.3,JULY-25-BLK1
CLOSED,WHSE D,45860,Namoc,JULY-25-TNK1,D-2A,PEO 591,24470,625,11.6,3.87,0.543,0.563,9.48,11.87,78.65,,43,1052210,283852,94698.9,13287.21,13776.61,231975.6,290458.9,1924565.5,JULY-25-TNK1
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE C,45861,Ornales,JULY-25-BLK5,C-11A,LFF 835,11980,376,8.54,3.6,0.585,0.605,11.25,3.81,84.94,,42.5,509150,102309.2,43128,7008.3,7247.9,134775,45643.8,1017581.2,JULY-25-BLK5
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45862,Tan,JULY-25-BLK8,D-12D,RLL 819,21490,505,10.2,2.87,0.578,0.598,11.96,4.09,83.95,,42.75,918697.5,219198,61676.3,12421.22,12851.02,257020.4,87894.1,1804085.5,JULY-25-BLK8
CLOSED,WHSE D,45862,Tag-at,JULY-25-BLK6,D-7D,AAV 6111,15800,440,12.07,3.6,0.575,0.595,13.85,3.04,83.11,,39.5,624100,190706,56880,9085,9401,218830,48032,1313138,JULY-25-BLK6
,WHSE C,45862,Ornales,JULY-25-BLK9,C-11B,LFF 835,13010,375,9.34,3.74,0.581,0.601,13.14,3.68,83.18,,42.5,552925,121513.4,48657.4,7558.81,7819.01,170951.4,47876.8,1082171.8,JULY-25-BLK9
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE A,45864,Paquibot,JULY-25-BLK10,A-18A,KCA 378,18545,435,11.2,2.6,0.575,0.595,12.24,4.02,83.74,,42.75,792798.75,207704,48217,10663.375,11034.275,226990.8,74550.9,1552958.3,JULY-25-BLK10
CLOSED,WHSE A,45864,Paquibot,JULY-25-BLK10,A-18A,MAN 3625,20505,535,11.74,2.47,0.571,0.591,12.45,3.17,84.38,,43.25,886841.25,240728.7,50647.35,11708.355,12118.455,255287.25,65000.85,1730211.9,JULY-25-BLK10
CLOSED,WHSE D,45864,Tanilon,JULY-25-BLK8,D-12D,MAR2499,4274,100,13.07,2.34,0.585,0.605,14.68,4.29,81.03,"MAR 2499 net kios of 4,320 - 1.07%(mc) = 4,274",39,166686,55861.18,10001.16,2500.29,2585.77,62742.32,18335.46,346322.22,JULY-25-BLK8
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE A,45866,Paquibot,JULY-25-BLK11,A-19A,KCA 378,16080,455,11.07,2.6,0.575,0.595,11.96,3.78,84.26,,42.75,687420,178005.6,41808,9246,9567.6,192316.8,60782.4,1354900.8,JULY-25-BLK11
CLOSED,WHSE A,45866,Compra/Paquibot,JULY-25-BLK10,A-18A,AAV 6111,17500,523,10.8,2.54,0.578,0.598,14.47,2.96,82.57,,42.75,748125,189000,44450,10115,10465,253225,51800,1444975,JULY-25-BLK10
,WHSE C,45866,Ornales,JULY-25-BLK9,C-11B,LFF 835,12405,346,11.14,3.34,0.581,0.601,12.48,3.04,84.48,,42.05,521630.25,138191.7,41432.7,7207.305,7455.405,154814.4,37711.2,1047974.4,JULY-25-BLK9
CLOSED,FEED,45866,Layupan,JULY-25-FEED4,,NFD 5679,11550,264,13.07,2.4,0.571,0.591,11.6,4.17,84.23,"NFD 5679 net kilos of 11,675 - 1.07%(MC) = 11,550",38,438900,150958.5,27720,6595.05,6826.05,133980,48163.5,972856.5,JULY-25-FEED4
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45867,Mercado / Ornales,JULY-25-BLK1,D-12B,T138003,11255,317,7.47,2.94,0.571,0.591,11.96,3.14,84.9,,42.5,478337.5,84074.85,33089.7,6426.605,6651.705,134609.8,35340.7,955549.5,JULY-25-BLK1
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45868,Namoc,JULY-25-TNK2,D-3D,AMA 1979,32950,747,10.94,3.87,0.549,0.569,10.43,4.27,85.3,,44,1449800,360473,127516.5,18089.55,18748.55,343668.5,140696.5,2810635,JULY-25-TNK2
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE A,45869,Paquibot,JULY-25-BLK13,A-17B,MAN 3625,21050,562,11.54,2.87,0.575,0.595,12.44,3.59,83.97,,43.25,910412.5,242917,60413.5,12103.75,12524.75,261862,75569.5,1767568.5,JULY-25-BLK13
,WHSE C,45869,Ornales,JULY-25-BLK9,C-11B,LFF 835,11705,360,9.27,3.34,0.585,0.605,12.86,2.74,84.4,,40,468200,108505.35,39094.7,6847.425,7081.525,150526.3,32071.7,987902,JULY-25-BLK9
CLOSED,WHSE D,45869,Suarez,JULY-25-BLK12,D-15D,JAH 5110,2710,70,9.34,2.6,0.581,0.601,14.78,2.3,82.92,,40,108400,25311.4,7046,1574.51,1628.71,40053.8,6233,224713.2,JULY-25-BLK12
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45870,Namoc,JULY-25-TNK2,D-3D,CCN 6007,30325,788,11.4,3.94,0.546,0.566,10.47,5.87,83.66,PILED IN JULY TANK 2,44,1334300,345705,119480.5,16557.45,17163.95,317502.75,178007.75,2536989.5,JULY-25-TNK2
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE A,45871,Paquibot,JULY-25-BLK11,A-19A,AAV 6111,18545,473,11.6,2.74,0.578,0.598,13.88,3.04,83.08,PILED IN JULY BOCK 11,42.75,792798.75,215122,50813.3,10719.01,11089.91,257404.6,56376.8,1540718.6,JULY-25-BLK11
CLOSED,WHSE A,45871,Paquibot,JULY-25-BLK13,A-17B,MAN 3625,20420,470,11.34,3.04,0.575,0.595,12.4,3.49,84.11,PILED IN JULY BOCK 13,43.25,883165,231562.8,62076.8,11741.5,12149.9,253208,71265.8,1717526.2,JULY-25-BLK13
CLOSED,WHSE D,45871,Tag-at,JULY-25-BLK6,D-7D,KCA 378,15280,443,10.74,2.34,0.578,0.598,12.64,2.99,84.37,PILED IN JULY BOCK 6,42.25,645580,164107.2,35755.2,8831.84,9137.44,193139.2,45687.2,1289173.6,JULY-25-BLK6
CLOSED,WHSE D,45871,Tanilon,JULY-25-BLK8,D-12D,MAR2499,5140,125,12,1.14,0.588,0.608,13.67,3.87,82.46,PILED IN JULY BOCK 8,40,205600,61680,5859.6,3022.32,3125.12,70263.8,19891.8,423844.4,JULY-25-BLK8
