STATE,WHSE,DATE,SUPPLIER,BLOCK,BLOCK LOC,TRK,WT,SKS,MC,GRIT,ASTM,JIS,VM,ASH,FC,REMARKS,PHP/KG,PHP TTL,MC WTD,GRIT WTD,ASTM WTD,JIS WTD,VM WTD,ASH WTD,FC WTD,CLEAN_BLOCK
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE A,45601,Paquibot,OCT-24-BLK3,A-13A, AAV 6111,19260,443,11.87,2.64,0.571,0.591,11.37,1.87,86.76,PILED IN OCTOBER 2024 # 3,24,462240,228616.2,50846.4,10997.46,11382.66,218986.2,36016.2,1670997.6,OCT-24-BLK3
CLOSED,WHSE D,45601,Llanto,AUG-24-BLK7,D-13C, ALA 9958,19190,485,11.07,2.57,0.578,0.598,12.11,2.61,85.28,PILED IN AUGUST # 7,22.25,426977.5,212433.3,49318.3,11091.82,11475.62,232390.9,50085.9,1636523.2,AUG-24-BLK7
CLOSED,WHSE D,45601,Namoc,NOV-24-TNK1,D-1D,AMA 1979,29817,726,13.74,3.2,0.571,0.591,11.33,1.97,86.7,"AMA 1979 net kilos of 30,345 - 1.74%(MC) = 29,817",25,745425,409685.58,95414.4,17025.507,17621.847,337826.61,58739.49,2585133.9,NOV-24-TNK1
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,,45602,Paquibot,FEED,,KCA 378,17248,430,12.27,2.81,0.575,0.595,12.47,1.97,85.56,"KCA 378 net kilos of 17,295 - .27%(MC) = 17,248 / USED",24,413952,211632.96,48466.88,9917.6,10262.56,215082.56,33978.56,1475738.88,FEED
,WHSE A,45602,Paquibot,NOV-24-BLK1,A-13B,AAV 6111,18268,442,12.34,2.69,0.571,0.591,12.31,2.69,85,"AAV611 net kilos of 18,330 - .34%(MC) = 18,268",24,438432,225427.12,49140.92,10431.028,10796.388,224879.08,49140.92,1552780,NOV-24-BLK1
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE A,45604,Paquibot,NOV-24-BLK1,A-13B,KCA 378,18378,443,12.2,2.74,0.575,0.595,11.91,3.1,84.99,"kcA 378 net kilos of 18,415 - .20%(MC) = 18,378",24,441072,224211.6,50355.72,10567.35,10934.91,218881.98,56971.8,1561946.22,NOV-24-BLK1
CLOSED,WHSE D,45604,Layupan,NOV-24-BLK2,D-19D,CBQ 5232,20262,432,16.47,2.85,0.565,0.585,11.52,3.78,84.7,"CBQ 5232 net kilos of 21,210 - 4.47%(MC) = 20,262",22,445764,333715.14,57746.7,11448.03,11853.27,233418.24,76590.36,1716191.4,NOV-24-BLK2
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45607,Layupan,NOV-24-BLK2,D-19D,CBQ 5232,18940,482,16,2.83,0.565,0.585,11.45,4.2,84.35,"CBQ 5232 net kilos of 19,770 - 4.20%(MC) = 18,940",22,416680,303040,53600.2,10701.1,11079.9,216863,79548,1597589,NOV-24-BLK2
CLOSED,WHSE D,45607,Layupan,NOV-24-BLK2,D-19D,NET6084,23117,504,16.2,2.76,0.562,0.582,12.7,3.85,83.45,"NET6084 net kilos of 24,080 - 4.00%(MC) = 23,117",22,508574,374495.4,63802.92,12991.754,13454.094,293585.9,89000.45,1929113.65,NOV-24-BLK2
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE A,45608,Paquibot,NOV-24-BLK1,A-13B,AAV 6111,17910,437,12,2.73,0.575,0.595,11.63,4.19,84.18,        ,24,429840,214920,48894.3,10298.25,10656.45,208293.3,75042.9,1507663.8,NOV-24-BLK1
,WHSE A,45608,Paquibot,OCT-24-BLK1,A-15C,KCA 378,16795,425,11.74,2.68,0.578,0.598,12.21,3.57,84.22,PILED IN OCTOBER 2024 # 1,24,403080,197173.3,45010.6,9707.51,10043.41,205066.95,59958.15,1414474.9,OCT-24-BLK1
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45609,Tag-at,OCT-24-BLK5,D-8D,AAV 6111,15020,436,10,1.79,0.581,0.601,12.75,1.24,86.01,PILED IN OCTOBER 2024 # 5,23,345460,150200,26885.8,8726.62,9027.02,191505,18624.8,1291870.2,OCT-24-BLK5
,WHSE A,45609,Sevilla,NOV-24-BLK3,A-20A,KAH 4746,29080,475,35,2.87,0.585,0.605,17.32,6.02,76.66,"KAH 4746 net kilos of 29,175 - 95(sacks) = 29,080",22.45,652846,1017800,83459.6,17011.8,17593.4,503665.6,175061.6,2229272.8,NOV-24-BLK3
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE A,45610,Paquibot,NOV-24-BLK1,A-13B,KCA 378,18105,434,12,2.48,0.571,0.591,11.77,1.47,86.76,"NFD 5679 net kilos of 18,760 - 2.54%(MC) = 18,283  / PILED IN OCTOBER 2024 # 4",24,434520,217260,44900.4,10337.955,10700.055,213095.85,26614.35,1570789.8,NOV-24-BLK1
CLOSED,WHSE A,45610,Layupan,OCT-24-BLK4,A-8A,NFD 5679,18283,417,14.54,2.76,0.568,0.588,11.72,2.45,85.83,"CAY 8079 net kilos of 25,670 - 100kilos(sacks) = 25,570",22,402226,265834.82,50461.08,10384.744,10750.404,214276.76,44793.35,1569229.89,OCT-24-BLK4
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE A,45611,Sevilla,NOV-24-BLK3,A-20A,CAY 8079,25570,502,36.67,9.88,0.581,0.601,14.42,7.8,77.78,"KCA 378 net kilos of 8,645 - 32KILOS(SACK) = 8,613",22.45,574046.5,937651.9,252631.6,14856.17,15367.57,368719.4,199446,1988834.6,NOV-24-BLK3
,WHSE A,45611,Sevilla,NOV-24-BLK3,A-20A,KCA 378,8613,160,36.67,9.88,0.581,0.601,14.42,7.8,77.78,,22.45,193361.85,315838.71,85096.44,5004.153,5176.413,124199.46,67181.4,669919.14,NOV-24-BLK3
CLOSED,WHSE D,45611,Re-cook,NOV-24-BLK4,D-5D,KCA 378,13270,326,10.74,1.79,0.57,0.59,11.42,1.89,86.69,"MAJ 9574 net kilos of 30,720 - 109kilos (sacks) = 30,611",1.5,19905,142519.8,23753.3,7563.9,7829.3,151543.4,25080.3,1150376.3,NOV-24-BLK4
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE A,45612,Sevilla,NOV-24-BLK5,A-20B,MAJ 9574,30611,547,37.2,4.38,0.588,0.608,20.66,10.23,69.11,,22.45,687216.95,1138729.2,134076.18,17999.268,18611.488,632423.26,313150.53,2115526.21,NOV-24-BLK5
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE A,45614,Paquibot,NOV-24-BLK6,A-13C,KCA 378,17630,444,11.27,2.28,0.571,0.591,11.27,1.98,86.75,,24,423120,198690.1,40196.4,10066.73,10419.33,198690.1,34907.4,1529402.5,NOV-24-BLK6
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE A,45616,Paquibot,NOV-24-BLK6,A-13C,AAV 6111,17545,428,11.47,2.58,0.575,0.595,12.48,2.56,84.96,,25,438625,201241.15,45266.1,10088.375,10439.275,218961.6,44915.2,1490623.2,NOV-24-BLK6
CLOSED,WHSE D,45616,Layupan,NOV-24-BLK8,D-19C,NFD 5679,18989,483,16.54,2.67,0.568,0.588,10.44,2.34,87.22,"NFD 5679 net kilos of 19,820 - 4.54%(MC) = 18,920 + 69( DIFFERENCE FROM PREVIOUS DELIVERY) = 18,989",22,417758,314078.06,50700.63,10785.752,11165.532,198245.16,44434.26,1656220.58,NOV-24-BLK8
CLOSED,WHSE C,45616,Sevilla,NOV-24-BLK7,C-13A,ACN 1240,21773,536,11.34,2.8,0.585,0.605,14.32,4.53,81.15,"ACN 1240 net kilos of 21,880 - 107kilos (Sacks) -= 21,773",25.5,555211.5,246905.82,60964.4,12737.205,13172.665,311789.36,98631.69,1766878.95,NOV-24-BLK7
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45617,Layupan,NOV-24-BLK8,D-19C,NET6084,22768,522,21,2.78,0.568,0.588,12.1,4.78,83.12,"NET6084 net kilos of 22,768 - 9.00%(MC) = 22,768",22,500896,478128,63295.04,12932.224,13387.584,275492.8,108831.04,1892476.16,NOV-24-BLK8
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE A,45618,Paquibot,NOV-24-BLK6,A-13C,KCA 378,18380,447,12,2.94,0.578,0.598,11.94,3.79,84.27,,25,459500,220560,54037.2,10623.64,10991.24,219457.2,69660.2,1548882.6,NOV-24-BLK6
,WHSE A,45618,Sevilla,NOV-24-BLK5,A-20B,RGJ 915,29571,568,37.07,3.68,0.585,0.605,11.87,9.61,78.52,"RGJ915 net kilos of 29,685 - 114 kilos (sacks) = 29,571",22.45,663868.95,1096196.97,108821.28,17299.035,17890.455,351007.77,284177.31,2321914.92,NOV-24-BLK5
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE A,45621,Paquibot,NOV-24-BLK9,A-12A,AAV 6111,18150,472,10.8,2.47,0.575,0.595,12.7,1.59,85.71,,25,453750,196020,44830.5,10436.25,10799.25,230505,28858.5,1555636.5,NOV-24-BLK9
CLOSED,WHSE D,45621,Layupan,NOV-24-BLK8,D-19C,CBQ 5232,17663,400,18.27,2.97,0.562,0.582,12.72,1.27,86.01,"CBQ 5232 net kilos of 18,845 - 6.27%(MC) = 17,663",22,388586,322703.01,52459.11,9926.606,10279.866,224673.36,22432.01,1519194.63,NOV-24-BLK8
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45622,Tag-at,OCT-24-BLK5,D-8D,AAV 6111,19310,520,10.2,1.88,0.581,0.601,14.8,1.23,83.97,PILED IN OCTOBER 2024 # 5,23,444130,196962,36302.8,11219.11,11605.31,285788,23751.3,1621460.7,OCT-24-BLK5
,WHSE A,45622,Sevilla,NOV-24-BLK10,A-20C,NAK 1747,27242,515,38.6,5.1,0.578,0.598,15.35,10.62,74.03,"NAK1747 net kilos of 27,345 - 103 kilos (sacks) = 27,242",22.45,611582.9,1051541.2,138934.2,15745.876,16290.716,418164.7,289310.04,2016725.26,NOV-24-BLK10
,WHSE A,45622,Sevilla,NOV-24-BLK10,A-20C,NAO3238,36069,810,39.14,4.78,0.581,0.601,14.8,9,76.2,"NAO 3238 net kilos of 28,215 + 8,016(plant scale) = 36, 231 - 162 kilos (sacks) = 36,069",22.45,809749.05,1411740.66,172409.82,20956.089,21677.469,533821.2,324621,2748457.8,NOV-24-BLK10
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE A,45623,Paquibot,NOV-24-BLK9,A-12A,AAV 6111,18245,453,11.74,2.17,0.571,0.591,12.9,1.23,85.87,,25,456125,214196.3,39591.65,10417.895,10782.795,235360.5,22441.35,1566698.15,NOV-24-BLK9
CLOSED,WHSE D,45623,Namoc,NOV-24-TNK2,D-1C,CBJ 3567,32480,793,11.07,3.08,0.562,0.582,14.45,1.65,83.9,,26,844480,359553.6,100038.4,18253.76,18903.36,469336,53592,2725072,NOV-24-TNK2
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE A,45624,Paquibot,NOV-24-BLK9,A-12A,AAV 6111,18960,447,11.87,2.49,0.575,0.595,13.79,2.58,83.63,,25,474000,225055.2,47210.4,10902,11281.2,261458.4,48916.8,1585624.8,NOV-24-BLK9
CLOSED,WHSE D,45624,Layupan,NOV-24-BLK11,D-19B,NFD 5679,19696,427,16.34,2.68,0.568,0.588,17.35,2.44,80.21,"NFD 5679 net kilos of 20,590 - 4.34%(MC) = 19,696",22,433312,321832.64,52785.28,11187.328,11581.248,341725.6,48058.24,1579816.16,NOV-24-BLK11
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE A,45625,Paquibot,NOV-24-BLK9,A-12A,KCA 378,18060,461,11.87,2.64,0.575,0.595,14.26,2.79,82.95,,25,451500,214372.2,47678.4,10384.5,10745.7,257535.6,50387.4,1498077,NOV-24-BLK9
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45628,Layupan,NOV-24-BLK11,D-19B, NET 6084,18090,437,16.54,2.79,0.568,0.588,12.99,2.43,84.58,PILED IN NOVEMBER  2024 # 11,22,397980,299208.6,50471.1,10275.12,10636.92,234989.1,43958.7,1530052.2,NOV-24-BLK11
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE A,45629,Paquibot,DEC-24-BLK1,A-12B, AAV 6111,18905,470,11.67,2.37,0.571,0.591,14.11,2.54,83.35,,25,472625,220621.35,44804.85,10794.755,11172.855,266749.55,48018.7,1575731.75,DEC-24-BLK1
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE A,45630,Paquibot,DEC-24-BLK1,A-12B,KCA 378,15885,432,11.34,2.72,0.575,0.595,12.34,1.63,86.03,,25,397125,180135.9,43207.2,9133.875,9451.575,196020.9,25892.55,1366586.55,DEC-24-BLK1
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45632,Namoc,NOV-24-TNK2,D-1C,CCN 6007,30265,795,9.94,3.2,0.559,0.579,14.92,3.86,81.22,PILED IN NOVEMBER  2024 T-2,26,786890,300834.1,96848,16918.135,17523.435,451553.8,116822.9,2458123.3,NOV-24-TNK2
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE A,45633,Paquibot,DEC-24-BLK1,A-12B,AAV 6111,19125,491,12,2.16,0.575,0.595,12.6,1.55,85.85,,25,478125,229500,41310,10996.875,11379.375,240975,29643.75,1641881.25,DEC-24-BLK1
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45635,Layupan,NOV-24-BLK11,D-19B,NFD 5679,19790,410,14.27,2.65,0.568,0.588,11.91,2.6,85.49,"NFD 5679 net kilos of 20,250 - 2.27%(MC) = 19,790 / PILED IN nOVEMBER 2024 # 11",23.5,465065,282403.3,52443.5,11240.72,11636.52,235698.9,51454,1691847.1,NOV-24-BLK11
CLOSED,WHSE D,45635,Layupan,DEC-24-BLK3,D-19A,CBQ 5232,21629,465,16.34,2.84,0.562,0.582,12.13,3.49,84.38,"CBQ 5232 net kilos of 22,610 - 4.34%(MC) = 21,629",23.5,508281.5,353417.86,61426.36,12155.498,12588.078,262359.77,75485.21,1825055.02,DEC-24-BLK3
,WHSE A,45635,Paquibot,DEC-24-BLK2,A-12C,KCA 378,18375,480,11.34,2.71,0.571,0.591,12.4,1.27,86.33,,25,459375,208372.5,49796.25,10492.125,10859.625,227850,23336.25,1586313.75,DEC-24-BLK2
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE A,45636,Paquibot,DEC-24-BLK2,A-12C,AAV 6111,17860,434,11.54,2.68,0.575,0.595,13.52,2.43,84.05,,25,446500,206104.4,47864.8,10269.5,10626.7,241467.2,43399.8,1501133,DEC-24-BLK2
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
,WHSE A,45637,Paquibot,DEC-24-BLK2,A-12C,KCA 378,17835,423,11.6,2.31,0.578,0.598,12.07,1.63,86.3,,25,445875,206886,41198.85,10308.63,10665.33,215268.45,29071.05,1539160.5,DEC-24-BLK2
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE A,45638,Paquibot,DEC-24-BLK4,A-11B,AAV 6111,18345,419,11.94,2.87,0.575,0.595,12.09,2.88,85.03,,25,458625,219039.3,52650.15,10548.375,10915.275,221791.05,52833.6,1559875.35,DEC-24-BLK4
CLOSED,WHSE D,45638,Tag-at,DEC-24-BLK5,D-8C,KCA 378,19390,503,10.14,2.47,0.578,0.598,14.1,2.01,83.89,,23,445970,196614.6,47893.3,11207.42,11595.22,273399,38973.9,1626627.1,DEC-24-BLK5
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45639,Layupan,DEC-24-BLK3,D-19A,NET 6084,24391,500,16.2,2.87,0.571,0.591,14.08,3.12,82.8,"NET6084 net kilos of 25,460 - 4.20%(MC) = 24,391",23.5,573188.5,395134.2,70002.17,13927.261,14415.081,343425.28,76099.92,2019574.8,DEC-24-BLK3
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45640,Layupan,DEC-24-BLK3,D-19A,NFD 5679,21419,436,16.87,2.54,0.565,0.585,13.9,2.2,83.9,"NFD 5679 net kilos of 22,515 - 4.87%(MC) = 21,419 ",23.5,503346.5,361338.53,54404.26,12101.735,12530.115,297724.1,47121.8,1797054.1,DEC-24-BLK3
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE A,45642,Paquibot,DEC-24-BLK4,A-11B,AAV 6111,18545,444,12,2.28,0.571,0.591,12.49,1.66,85.85,,25,463625,222540,42282.6,10589.195,10960.095,231627.05,30784.7,1592088.25,DEC-24-BLK4
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE A,45644,Paquibot,DEC-24-BLK4,A-11B,AAV 6111,18835,450,11.74,0.52,0.571,0.591,11.91,2.8,85.29,,25,470875,221122.9,9794.2,10754.785,11131.485,224324.85,52738,1606437.15,DEC-24-BLK4
CLOSED,,45644,Paquibot,FEED,,KCA 378,18440,438,11.87,2.6,0.575,0.595,12.1,2.74,85.16,,25,461000,218882.8,47944,10603,10971.8,223124,50525.6,1570350.4,FEED
CLOSED,WHSE D,45644,Llanto,DEC-24-BLK6,D-13B,ALA 9958,11480,300,11.27,2.19,0.578,0.598,11.27,3.15,85.58,,23.5,269780,129379.6,25141.2,6635.44,6865.04,129379.6,36162,982458.4,DEC-24-BLK6
CLOSED,WHSE D,45644,Layupan,DEC-24-BLK7,D-18D,CBQ 5232,17019,343,15.74,2.88,0.565,0.585,11.8,2.82,85.38,"CBQ 5232 net kilos of 17,680 - 3.74%(MC) = 17,019",23.5,399946.5,267879.06,49014.72,9615.735,9956.115,200824.2,47993.58,1453082.22,DEC-24-BLK7
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45645,Namoc,DEC-24-TNK1,D-1B,CBN 7219,32520,850,8.8,6.48,0.552,0.572,13.05,3.3,83.65,,26.5,861780,286176,210729.6,17951.04,18601.44,424386,107316,2720298,DEC-24-TNK1
CLOSED,WHSE D,45645,Layupan,DEC-24-BLK7,D-18D,NFD 5679,21994,443,16,2.79,0.568,0.588,12.2,2.97,84.83,"NFD 5679 net kilos of 22,910 - 4.00%(MC) = 21,994 ",23.5,516859,351904,61363.26,12492.592,12932.472,268326.8,65322.18,1865751.02,DEC-24-BLK7
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE A,45647,Paquibot,DEC-24-BLK8,A-11C,KCA 378,18335,480,12,2.67,0.578,0.598,12.71,2.54,84.75,,25,458375,220020,48954.45,10597.63,10964.33,233037.85,46570.9,1553891.25,DEC-24-BLK8
CLOSED,WHSE D,45647,Layupan,DEC-24-BLK9,D-18C,CBQ 5232,20395,463,15.34,2.75,0.568,0.588,11.79,3.46,84.75,"CBQ 5232 net kilos of 21,100 - 3.34%(MC) = 20,395",23.5,479282.5,312859.3,56086.25,11584.36,11992.26,240457.05,70566.7,1728476.25,DEC-24-BLK9
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45649,Layupan,DEC-24-BLK9,D-18C,NFD 5679,22466,501,15.6,2.74,0.571,0.591,13.01,3.6,83.39,"NFD 5679 net kilos of 23,305 - 3.60%(MC) = 22,466 ",23.5,527951,350469.6,61556.84,12828.086,13277.406,292282.66,80877.6,1873439.74,DEC-24-BLK9
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45653,Layupan,DEC-24-BLK7,D-18D,NFD 5679,24377,457,16.74,3.17,0.559,0.579,12.17,1.98,85.85,"NFD 5679 net kilos of 25,590 - 4.74%(MC) = 24,377 ",23.5,572859.5,408070.98,77275.09,13626.743,14114.283,296668.09,48266.46,2092765.45,DEC-24-BLK7
CLOSED,WHSE D,45653,Namoc,DEC-24-TNK1,D-1B,CCN 6007,31653,667,11.14,2.9,0.565,0.585,11.91,2.28,85.81,"CCN 6007 net kilos of 31,720 - 67 sacks = 31,653",26.5,838804.5,352614.42,91793.7,17883.945,18517.005,376987.23,72168.84,2716143.93,DEC-24-TNK1
,,,,,,,,82,15.8,,,,,,,,,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE A,45654,Paquibot,DEC-24-BLK8,A-11C,AAV 6111,18350,442,12,2.87,0.581,0.601,12.17,2.98,84.85,,25,458750,220200,52664.5,10661.35,11028.35,223319.5,54683,1556997.5,DEC-24-BLK8
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE A,45659,Paquibot,DEC-24-BLK8,A-11C, KCA 378,17485,437,11.54,2.47,0.575,0.595,13.72,3.58,82.7,PILED IN DECEMBER 2024 # 8,25,437125,201776.9,43187.95,10053.875,10403.575,239894.2,62596.3,1446009.5,DEC-24-BLK8
CLOSED,WHSE D,45659,Namoc,JAN-25-TNK1,D-4D, CAC 2732,32505,797,11.07,3.94,0.559,0.579,12.45,4.16,83.39,,26.5,861382.5,359830.35,128069.7,18170.295,18820.395,404687.25,135220.8,2710591.95,JAN-25-TNK1
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45660,Layupan,DEC-24-BLK9,D-18C,NET 6084,21480,453,15.74,2.68,0.571,0.591,8.89,4.12,86.99,"NET 6084 net kilos of 22,315 - 3.74% (MC) = 21,480 / PILED IN DECEMBER 2024 # 9",23.5,504780,338095.2,57566.4,12265.08,12694.68,190957.2,88497.6,1868545.2,DEC-24-BLK9
CLOSED,WHSE D,45660,Namoc,JAN-25-TNK1,D-4D,CCN 6007,29280,804,11.34,3.94,0.559,0.579,11.72,3.58,84.7,"CCN 6007 net kilos of 29,335  - 55 kilos(MC of mix 45 sacks umog) = 29,280",26.5,775920,332035.2,115363.2,16367.52,16953.12,343161.6,104822.4,2480016,JAN-25-TNK1
,,,,,,,,,15.27,,,,,,,,,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45661,Tag-at,DEC-24-BLK5,D-8C,AAV 6111,20745,530,10.4,2.34,0.578,0.598,12.34,2.85,84.81,,23,477135,215748,48543.3,11990.61,12405.51,255993.3,59123.25,1759383.45,DEC-24-BLK5
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45662,Layupan,JAN-25-BLK1,D-18B,NEP 2059,25274,480,18.34,2.8,0.565,0.585,10.36,4.85,84.79,"NEP 2059 netkilos of 26,985 - 6.64%(MC) = 25,274",23.5,593939,463525.16,70767.2,14279.81,14785.29,261838.64,122578.9,2142982.46,JAN-25-BLK1
CLOSED,WHSE D,45662,Layupan,JAN-25-BLK1,D-18B,CBQ 5232,22909,451,15.6,2.74,0.571,0.591,11.48,3.85,84.67,"CBQ 5232 net kilos of 23,765 - 3.60%(MC) = 22,909",23.5,538361.5,357380.4,62770.66,13081.039,13539.219,262995.32,88199.65,1939705.03,JAN-25-BLK1
CLOSED,WHSE D,45662,Namoc,JAN-25-TNK2,D-3D,CBN 7219,31470,810,11.8,3.87,0.556,0.576,11.25,5.5,83.25,"CBN 7219 net kilos of 31,530  - 60 kilos(MC of mix 61 sacks umog) = 31,470",23.5,739545,371346,121788.9,17497.32,18126.72,354037.5,173085,2619877.5,JAN-25-TNK2
,,,,,,,,,15.2,,,,,,,,,0,0,0,0,0,0,0,0,
,,45664,Paquibot,FEEDING AREA # 1,,KCA 378,17573,443,11.8,2.86,0.575,0.595,12.39,2.24,85.37,"KCA 378  net kilos of 17,605  - 32 kilos(MC of mix 106 sacks umog) = 17,573",25,439325,207361.4,50258.78,10104.475,10455.935,217729.47,39363.52,1500207.01,FEEDING AREA # 1
,,,,,,,,,15.07,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE A,45665,Paquibot,JAN-25-BLK2,A-17A,AAV 6111,18456,454,11.34,2.68,0.578,0.598,12.41,3.17,84.42,"AAV 6111  net kilos of 18,490  - 34 kilos(MC of mix 54 sacks umog) = 18,456",25,461400,209291.04,49462.08,10667.568,11036.688,229038.96,58505.52,1558055.52,JAN-25-BLK2
,,,,,,,,,15.2,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45665,Llanto,DEC-24-BLK6,D-13B,RKJ 477,17723,400,12.07,2.22,0.575,0.595,11.91,4.5,83.59,"RKJ 477net kilos of 17,735 - 0.07%(MC) = 17,723 / PILED IN DECEMBER 2024 # 6",23.5,416490.5,213916.61,39345.06,10190.725,10545.185,211080.93,79753.5,1481465.57,DEC-24-BLK6
CLOSED,WHSE D,45665,Layupan,JAN-25-BLK1,D-18B,NFD 5679,24092,451,17.8,2.92,0.565,0.585,12.6,4.64,82.76,"NFD 5679 net kilos of 25,575 - 5.80%(MC) = 24,092",23.5,566162,428837.6,70348.64,13611.98,14093.82,303559.2,111786.88,1993853.92,JAN-25-BLK1
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45666,Layupan,JAN-25-BLK3,D-18A,CBQ 5232,20981,415,16.74,2.6,0.568,0.588,11.57,4.39,84.04,"CBQ 5232 net kilos of 22,025 - 4.74%(MC) = 20,981",23.5,493053.5,351221.94,54550.6,11917.208,12336.828,242750.17,92106.59,1763243.24,JAN-25-BLK3
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE D,45667,Layupan,JAN-25-BLK3,D-18A,NET 6084,17858,386,15,2.6,0.565,0.585,11.18,3.67,85.15,"NET 6084 net kilos of 18,410 - 3.00% (MC) = 17,858",23.5,419663,267870,46430.8,10089.77,10446.93,199652.44,65538.86,1520608.7,JAN-25-BLK3
CLOSED,WHSE D,45667,Namoc,JAN-25-TNK2,D-3D,CAC 2732,30171,795,11.74,3.8,0.552,0.572,10.76,3.17,86.07,"CAC2723 net kilos of 30,265  - 94 kilos(MC and ASH of mix 103 sacks umog) = 30,171",26.5,799531.5,354207.54,114649.8,16654.392,17257.812,324639.96,95642.07,2596817.97,JAN-25-TNK2
,,,,,,,,,13.27,,,,,9.01,,,,0,0,0,0,0,0,0,0,
,,45668,Paquibot,FEEDING AREA # 2,,KCA 378,17995,415,12,2.47,0.575,0.595,12.07,3.47,84.46,DONE FEEDING,25,449875,215940,44447.65,10347.125,10707.025,217199.65,62442.65,1519857.7,FEEDING AREA # 2
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
CLOSED,WHSE A,45670,Paquibot,JAN-25-BLK2,A-17A,AAV 6111,18724,444,12.27,2.6,0.578,0.598,11.1,3.65,85.25,"AAV 6111  net kilos of 18,775  - .27%(MC) = 18,724",25,468100,229743.48,48682.4,10822.472,11196.952,207836.4,68342.6,1596221,JAN-25-BLK2
CLOSED,WHSE D,45670,Llanto,DEC-24-BLK6,D-13B,LFL730,11968,302,12.14,2.74,0.575,0.595,12.29,2.44,85.27,"LFL730 net kilos of 11,985 - .14%(MC) = 11,968 / PILED IN DECEMBER BLOCK 6",23.5,281248,145291.52,32792.32,6881.6,7120.96,147086.72,29201.92,1020511.36,DEC-24-BLK6
